userId	geneSymbol	geneName	entrezgene	gLink
MAN1B1	MAN1B1	mannosidase alpha class 1B member 1	11253	https://www.ncbi.nlm.nih.gov/gene/?term=11253
NPDC1	NPDC1	neural proliferation, differentiation and control 1	56654	https://www.ncbi.nlm.nih.gov/gene/?term=56654
ENTPD3	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3	956	https://www.ncbi.nlm.nih.gov/gene/?term=956
TPRN	TPRN	taperin	286262	https://www.ncbi.nlm.nih.gov/gene/?term=286262
EXD3	EXD3	exonuclease 3'-5' domain containing 3	54932	https://www.ncbi.nlm.nih.gov/gene/?term=54932
RNF224	RNF224	ring finger protein 224	643596	https://www.ncbi.nlm.nih.gov/gene/?term=643596
NDOR1	NDOR1	NADPH dependent diflavin oxidoreductase 1	27158	https://www.ncbi.nlm.nih.gov/gene/?term=27158
FAM166A	FAM166A	family with sequence similarity 166 member A	401565	https://www.ncbi.nlm.nih.gov/gene/?term=401565
PKN2	PKN2	protein kinase N2	5586	https://www.ncbi.nlm.nih.gov/gene/?term=5586
NTMT1	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	28989	https://www.ncbi.nlm.nih.gov/gene/?term=28989
HSPA5	HSPA5	heat shock protein family A (Hsp70) member 5	3309	https://www.ncbi.nlm.nih.gov/gene/?term=3309
PPP6C	PPP6C	protein phosphatase 6 catalytic subunit	5537	https://www.ncbi.nlm.nih.gov/gene/?term=5537
RABGAP1	RABGAP1	RAB GTPase activating protein 1	23637	https://www.ncbi.nlm.nih.gov/gene/?term=23637
ZBTB26	ZBTB26	zinc finger and BTB domain containing 26	57684	https://www.ncbi.nlm.nih.gov/gene/?term=57684
MXRA8	MXRA8	matrix remodeling associated 8	54587	https://www.ncbi.nlm.nih.gov/gene/?term=54587
CDK10	CDK10	cyclin dependent kinase 10	8558	https://www.ncbi.nlm.nih.gov/gene/?term=8558
NAIF1	NAIF1	nuclear apoptosis inducing factor 1	203245	https://www.ncbi.nlm.nih.gov/gene/?term=203245
MEGF9	MEGF9	multiple EGF like domains 9	1955	https://www.ncbi.nlm.nih.gov/gene/?term=1955
ALKBH5	ALKBH5	alkB homolog 5, RNA demethylase	54890	https://www.ncbi.nlm.nih.gov/gene/?term=54890
TOM1	TOM1	target of myb1 membrane trafficking protein	10043	https://www.ncbi.nlm.nih.gov/gene/?term=10043
ATPAF2	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	91647	https://www.ncbi.nlm.nih.gov/gene/?term=91647
NUBP1	NUBP1	nucleotide binding protein 1	4682	https://www.ncbi.nlm.nih.gov/gene/?term=4682
ABCC1	ABCC1	ATP binding cassette subfamily C member 1	4363	https://www.ncbi.nlm.nih.gov/gene/?term=4363
TEKT5	TEKT5	tektin 5	146279	https://www.ncbi.nlm.nih.gov/gene/?term=146279
LITAF	LITAF	lipopolysaccharide induced TNF factor	9516	https://www.ncbi.nlm.nih.gov/gene/?term=9516
TXNDC11	TXNDC11	thioredoxin domain containing 11	51061	https://www.ncbi.nlm.nih.gov/gene/?term=51061
SLC35E2B	SLC35E2B	solute carrier family 35 member E2B	728661	https://www.ncbi.nlm.nih.gov/gene/?term=728661
ECI1	ECI1	enoyl-CoA delta isomerase 1	1632	https://www.ncbi.nlm.nih.gov/gene/?term=1632
CORO1B	CORO1B	coronin 1B	57175	https://www.ncbi.nlm.nih.gov/gene/?term=57175
SNRNP25	SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25	79622	https://www.ncbi.nlm.nih.gov/gene/?term=79622
AXIN1	AXIN1	axin 1	8312	https://www.ncbi.nlm.nih.gov/gene/?term=8312
HMOX2	HMOX2	heme oxygenase 2	3163	https://www.ncbi.nlm.nih.gov/gene/?term=3163
GLIS2	GLIS2	GLIS family zinc finger 2	84662	https://www.ncbi.nlm.nih.gov/gene/?term=84662
POLR3K	POLR3K	RNA polymerase III subunit K	51728	https://www.ncbi.nlm.nih.gov/gene/?term=51728
RHBDF1	RHBDF1	rhomboid 5 homolog 1	64285	https://www.ncbi.nlm.nih.gov/gene/?term=64285
MBNL2	MBNL2	muscleblind like splicing regulator 2	10150	https://www.ncbi.nlm.nih.gov/gene/?term=10150
DOCK11	DOCK11	dedicator of cytokinesis 11	139818	https://www.ncbi.nlm.nih.gov/gene/?term=139818
WDR44	WDR44	WD repeat domain 44	54521	https://www.ncbi.nlm.nih.gov/gene/?term=54521
SLC6A9	SLC6A9	solute carrier family 6 member 9	6536	https://www.ncbi.nlm.nih.gov/gene/?term=6536
SNX12	SNX12	sorting nexin 12	29934	https://www.ncbi.nlm.nih.gov/gene/?term=29934
FOXO3	FOXO3	forkhead box O3	2309	https://www.ncbi.nlm.nih.gov/gene/?term=2309
TERF2	TERF2	telomeric repeat binding factor 2	7014	https://www.ncbi.nlm.nih.gov/gene/?term=7014
PDF	PDF	peptide deformylase, mitochondrial	64146	https://www.ncbi.nlm.nih.gov/gene/?term=64146
NIP7	NIP7	NIP7, nucleolar pre-rRNA processing protein	51388	https://www.ncbi.nlm.nih.gov/gene/?term=51388
UTP4	UTP4	UTP4, small subunit processome component	84916	https://www.ncbi.nlm.nih.gov/gene/?term=84916
SLC7A5	SLC7A5	solute carrier family 7 member 5	8140	https://www.ncbi.nlm.nih.gov/gene/?term=8140
CA2	CA2	carbonic anhydrase 2	760	https://www.ncbi.nlm.nih.gov/gene/?term=760
PLA2G3	PLA2G3	phospholipase A2 group III	50487	https://www.ncbi.nlm.nih.gov/gene/?term=50487
SELENOM	SELENOM	selenoprotein M	140606	https://www.ncbi.nlm.nih.gov/gene/?term=140606
TMED2	TMED2	transmembrane p24 trafficking protein 2	10959	https://www.ncbi.nlm.nih.gov/gene/?term=10959
INPP5J	INPP5J	inositol polyphosphate-5-phosphatase J	27124	https://www.ncbi.nlm.nih.gov/gene/?term=27124
ARL6IP4	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4	51329	https://www.ncbi.nlm.nih.gov/gene/?term=51329
HIP1R	HIP1R	huntingtin interacting protein 1 related	9026	https://www.ncbi.nlm.nih.gov/gene/?term=9026
DENR	DENR	density regulated re-initiation and release factor	8562	https://www.ncbi.nlm.nih.gov/gene/?term=8562
ORAI1	ORAI1	ORAI calcium release-activated calcium modulator 1	84876	https://www.ncbi.nlm.nih.gov/gene/?term=84876
ACAD10	ACAD10	acyl-CoA dehydrogenase family member 10	80724	https://www.ncbi.nlm.nih.gov/gene/?term=80724
TRAFD1	TRAFD1	TRAF-type zinc finger domain containing 1	10906	https://www.ncbi.nlm.nih.gov/gene/?term=10906
BRAP	BRAP	BRCA1 associated protein	8315	https://www.ncbi.nlm.nih.gov/gene/?term=8315
TMEM116	TMEM116	transmembrane protein 116	89894	https://www.ncbi.nlm.nih.gov/gene/?term=89894
CCDC117	CCDC117	coiled-coil domain containing 117	150275	https://www.ncbi.nlm.nih.gov/gene/?term=150275
ZNRF3	ZNRF3	zinc and ring finger 3	84133	https://www.ncbi.nlm.nih.gov/gene/?term=84133
MN1	MN1	MN1 proto-oncogene, transcriptional regulator	4330	https://www.ncbi.nlm.nih.gov/gene/?term=4330
PITPNB	PITPNB	phosphatidylinositol transfer protein beta	23760	https://www.ncbi.nlm.nih.gov/gene/?term=23760
TTC28	TTC28	tetratricopeptide repeat domain 28	23331	https://www.ncbi.nlm.nih.gov/gene/?term=23331
XBP1	XBP1	X-box binding protein 1	7494	https://www.ncbi.nlm.nih.gov/gene/?term=7494
OSGIN1	OSGIN1	oxidative stress induced growth inhibitor 1	29948	https://www.ncbi.nlm.nih.gov/gene/?term=29948
HERPUD1	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	9709	https://www.ncbi.nlm.nih.gov/gene/?term=9709
UBE2L3	UBE2L3	ubiquitin conjugating enzyme E2 L3	7332	https://www.ncbi.nlm.nih.gov/gene/?term=7332
SDF2L1	SDF2L1	stromal cell derived factor 2 like 1	23753	https://www.ncbi.nlm.nih.gov/gene/?term=23753
YDJC	YDJC	YdjC chitooligosaccharide deacetylase homolog	150223	https://www.ncbi.nlm.nih.gov/gene/?term=150223
MLEC	MLEC	malectin	9761	https://www.ncbi.nlm.nih.gov/gene/?term=9761
CABIN1	CABIN1	calcineurin binding protein 1	23523	https://www.ncbi.nlm.nih.gov/gene/?term=23523
FBXW5	FBXW5	F-box and WD repeat domain containing 5	54461	https://www.ncbi.nlm.nih.gov/gene/?term=54461
CCDC183	CCDC183	coiled-coil domain containing 183	84960	https://www.ncbi.nlm.nih.gov/gene/?term=84960
RABL6	RABL6	RAB, member RAS oncogene family like 6	55684	https://www.ncbi.nlm.nih.gov/gene/?term=55684
SLC9A7	SLC9A7	solute carrier family 9 member A7	84679	https://www.ncbi.nlm.nih.gov/gene/?term=84679
MAMDC4	MAMDC4	MAM domain containing 4	158056	https://www.ncbi.nlm.nih.gov/gene/?term=158056
PLCD3	PLCD3	phospholipase C delta 3	113026	https://www.ncbi.nlm.nih.gov/gene/?term=113026
ACBD4	ACBD4	acyl-CoA binding domain containing 4	79777	https://www.ncbi.nlm.nih.gov/gene/?term=79777
ERBB2	ERBB2	erb-b2 receptor tyrosine kinase 2	2064	https://www.ncbi.nlm.nih.gov/gene/?term=2064
PGAP3	PGAP3	post-GPI attachment to proteins 3	93210	https://www.ncbi.nlm.nih.gov/gene/?term=93210
RARA	RARA	retinoic acid receptor alpha	5914	https://www.ncbi.nlm.nih.gov/gene/?term=5914
EPS8L1	EPS8L1	EPS8 like 1	54869	https://www.ncbi.nlm.nih.gov/gene/?term=54869
KAT8	KAT8	lysine acetyltransferase 8	84148	https://www.ncbi.nlm.nih.gov/gene/?term=84148
CLDN19	CLDN19	claudin 19	149461	https://www.ncbi.nlm.nih.gov/gene/?term=149461
NAXE	NAXE	NAD(P)HX epimerase	128240	https://www.ncbi.nlm.nih.gov/gene/?term=128240
RAB25	RAB25	RAB25, member RAS oncogene family	57111	https://www.ncbi.nlm.nih.gov/gene/?term=57111
UBQLN1	UBQLN1	ubiquilin 1	29979	https://www.ncbi.nlm.nih.gov/gene/?term=29979
CUL2	CUL2	cullin 2	8453	https://www.ncbi.nlm.nih.gov/gene/?term=8453
SPAG6	SPAG6	sperm associated antigen 6	9576	https://www.ncbi.nlm.nih.gov/gene/?term=9576
