chr	start	end	samples
scaffold-ma2	86237216	86237653	RVG11_RVG1_RVG4
scaffold-ma2	86243279	86243547	RVG11_RVG1_RVG4
scaffold-ma2	86261258	86261863	RVG11_RVG1_RVG4
scaffold-ma2	86274083	86274365	RVG11_RVG1_RVG4
scaffold-ma2	86288477	86288952	RVG11_RVG1_RVG1_RVG4
scaffold-ma2	86295469	86295952	RVG11_RVG1_RVG4
scaffold-ma2	86296332	86296991	RVG11_RVG1_RVG1_RVG4
scaffold-ma2	86299483	86299614	RVG1_RVG4
scaffold-ma2	86307871	86308172	RVG11_RVG1_RVG4
scaffold-ma2	86360962	86361376	RVG11_RVG1_RVG4
scaffold-ma2	86590743	86591052	RVG11_RVG1_RVG4
scaffold-ma2	86628164	86628320	RVG1_RVG4
scaffold-ma2	86637215	86637721	RVG11_RVG1_RVG4
scaffold-ma2	86681711	86681968	RVG11_RVG1_RVG4
scaffold-ma2	86730848	86731438	RVG11_RVG1_RVG4
scaffold-ma2	86733422	86733721	RVG11_RVG1_RVG4
scaffold-ma2	86774409	86774718	RVG11_RVG1_RVG4
scaffold-ma2	86787402	86787587	RVG11_RVG1
scaffold-ma2	86788112	86788361	RVG11_RVG1_RVG4
scaffold-ma2	86796019	86796216	RVG1_RVG4
scaffold-ma2	86800921	86801098	RVG1_RVG4
scaffold-ma2	86804705	86805246	RVG11_RVG1_RVG4
scaffold-ma2	86818992	86819175	RVG1_RVG4
scaffold-ma2	86826473	86826822	RVG11_RVG1_RVG4
scaffold-ma2	87024268	87024802	RVG11_RVG1_RVG4
scaffold-ma2	87157550	87158147	RVG11_RVG1_RVG4
scaffold-ma2	87169994	87170472	RVG11_RVG1_RVG4
scaffold-ma2	87212872	87213232	RVG11_RVG11_RVG1_RVG4
scaffold-ma2	87769560	87770043	RVG11_RVG1_RVG4
scaffold-ma2	87847329	87847521	RVG1_RVG4
scaffold-ma2	87850263	87850725	RVG11_RVG4
scaffold-ma2	87907519	87908051	RVG11_RVG1_RVG4
scaffold-ma2	88477783	88477987	RVG11_RVG1_RVG4
scaffold-ma2	88507458	88507670	RVG11_RVG1_RVG4
scaffold-ma2	88532841	88533833	RVG11_RVG1_RVG1_RVG4
scaffold-ma2	88551541	88551865	RVG11_RVG1_RVG4
scaffold-ma2	88568631	88568859	RVG11_RVG1_RVG4
scaffold-ma2	88576826	88577165	RVG11_RVG1_RVG4
scaffold-ma2	88584655	88584925	RVG11_RVG1_RVG4
scaffold-ma2	88628920	88629028	RVG11_RVG1
scaffold-ma2	88655321	88655461	RVG11_RVG1
scaffold-ma2	88665425	88665719	RVG11_RVG1_RVG4
scaffold-ma2	88704219	88704565	RVG11_RVG1_RVG4
scaffold-ma2	88725436	88725621	RVG11_RVG1_RVG4
scaffold-ma2	88726622	88726969	RVG1_RVG4
scaffold-ma2	88730574	88730917	RVG11_RVG4
scaffold-ma2	88735626	88735758	RVG11_RVG1
scaffold-ma2	88753185	88753390	RVG11_RVG1_RVG4
scaffold-ma2	88774504	88774817	RVG11_RVG1_RVG4
scaffold-ma2	88777207	88777575	RVG11_RVG1_RVG4
scaffold-ma2	88809723	88809949	RVG11_RVG1_RVG4
scaffold-ma2	88810653	88810863	RVG11_RVG4
scaffold-ma2	88811854	88812075	RVG11_RVG1_RVG4
scaffold-ma2	88817368	88817821	RVG11_RVG1_RVG1_RVG4
scaffold-ma2	88834406	88834570	RVG1_RVG4
scaffold-ma2	88856680	88856971	RVG11_RVG1_RVG4
scaffold-ma2	88859901	88860185	RVG11_RVG1_RVG4
scaffold-ma2	88863127	88863459	RVG11_RVG1_RVG4
scaffold-ma2	88872280	88872511	RVG11_RVG1
scaffold-ma2	88872862	88872969	RVG11_RVG1
scaffold-ma2	88877977	88878143	RVG1_RVG4
scaffold-ma2	88917442	88917601	RVG11_RVG1
scaffold-ma2	88920917	88921249	RVG11_RVG1_RVG4
scaffold-ma2	88923370	88923754	RVG11_RVG1_RVG4
scaffold-ma2	88983003	88983405	RVG11_RVG1_RVG4
scaffold-ma2	89036233	89036678	RVG11_RVG1_RVG4
scaffold-ma2	89044388	89044682	RVG11_RVG1_RVG4
scaffold-ma2	89046232	89046410	RVG11_RVG1_RVG4
scaffold-ma2	89053414	89053642	RVG11_RVG1_RVG4
scaffold-ma2	89063090	89063360	RVG11_RVG1_RVG4
scaffold-ma2	89064050	89064274	RVG11_RVG1_RVG4
scaffold-ma2	89066733	89067081	RVG11_RVG1_RVG4
scaffold-ma2	89098578	89098766	RVG1_RVG4
scaffold-ma2	89116896	89117419	RVG11_RVG1_RVG4
scaffold-ma2	89143936	89144295	RVG11_RVG1_RVG4
scaffold-ma2	89359099	89359350	RVG1_RVG4
scaffold-ma2	89364335	89364539	RVG1_RVG4
scaffold-ma2	89461150	89461263	RVG1_RVG4
scaffold-ma2	89501642	89501859	RVG11_RVG1_RVG4
scaffold-ma2	89507724	89508281	RVG11_RVG1_RVG4
scaffold-ma2	89521467	89521709	RVG11_RVG1_RVG4
scaffold-ma2	89522115	89522530	RVG11_RVG1_RVG4
scaffold-ma2	89546536	89546800	RVG11_RVG1_RVG4
scaffold-ma2	89571240	89571436	RVG11_RVG1_RVG4
scaffold-ma2	89724957	89725081	RVG11_RVG1
scaffold-ma2	89730565	89730760	RVG11_RVG1
scaffold-ma2	89735983	89736136	RVG11_RVG1_RVG4
scaffold-ma2	89740227	89740927	RVG11_RVG1_RVG4
scaffold-ma2	89797397	89797552	RVG11_RVG1_RVG4
scaffold-ma2	89802222	89802401	RVG11_RVG1_RVG4
scaffold-ma2	89819320	89819558	RVG11_RVG1_RVG4
scaffold-ma2	89820786	89821000	RVG11_RVG1_RVG4
scaffold-ma2	89827287	89827488	RVG11_RVG1
scaffold-ma2	89858746	89858884	RVG1_RVG4
scaffold-ma2	89878479	89878646	RVG11_RVG1
scaffold-ma2	89889618	89889864	RVG11_RVG1_RVG4
scaffold-ma2	89989532	89989867	RVG11_RVG1_RVG4
scaffold-ma2	89997007	89997134	RVG11_RVG1
scaffold-ma2	90017504	90017902	RVG11_RVG1_RVG4
scaffold-ma2	90028538	90028831	RVG11_RVG1_RVG4
scaffold-ma2	90033705	90034461	RVG11_RVG1_RVG4
scaffold-ma2	90039877	90040048	RVG11_RVG1_RVG4
scaffold-ma2	90044636	90045157	RVG11_RVG1_RVG4
scaffold-ma2	90045238	90045686	RVG11_RVG1_RVG4
scaffold-ma2	90050336	90050755	RVG11_RVG1_RVG4
scaffold-ma2	90067796	90068131	RVG11_RVG1
scaffold-ma2	90076772	90077258	RVG11_RVG1_RVG4
scaffold-ma2	90078851	90079137	RVG11_RVG1_RVG4
scaffold-ma2	90081860	90082221	RVG11_RVG1_RVG4
scaffold-ma2	90086978	90087314	RVG11_RVG1_RVG4
scaffold-ma2	90101750	90102281	RVG11_RVG1_RVG4
scaffold-ma2	90310062	90310569	RVG11_RVG1_RVG4
scaffold-ma2	90311698	90311922	RVG11_RVG1_RVG4
scaffold-ma2	90318376	90318694	RVG1_RVG4
scaffold-ma2	90374726	90374828	RVG11_RVG1
scaffold-ma2	90375931	90376430	RVG11_RVG1_RVG1_RVG4
scaffold-ma2	90427220	90427362	RVG11_RVG1_RVG4
scaffold-ma2	90429475	90430088	RVG11_RVG1_RVG1_RVG4
scaffold-ma2	90431684	90431870	RVG11_RVG1_RVG4
scaffold-ma2	90443246	90443569	RVG11_RVG1_RVG4
scaffold-ma2	90444675	90444823	RVG1_RVG4
scaffold-ma2	90484808	90485091	RVG11_RVG4
scaffold-ma2	90491410	90491810	RVG11_RVG1_RVG4
scaffold-ma2	90565650	90565906	RVG11_RVG1_RVG4
scaffold-ma2	90574621	90575007	RVG11_RVG1_RVG4
scaffold-ma2	90576033	90576161	RVG11_RVG1
scaffold-ma2	90579757	90579993	RVG11_RVG1_RVG4
scaffold-ma2	90632841	90633147	RVG11_RVG1_RVG4
scaffold-ma2	90642859	90643632	RVG11_RVG1_RVG1_RVG4
scaffold-ma2	90700963	90701290	RVG11_RVG1_RVG4
scaffold-ma2	90858618	90858837	RVG11_RVG1
scaffold-ma2	90940022	90940634	RVG11_RVG1_RVG4
scaffold-ma2	90989378	90989902	RVG11_RVG4
scaffold-ma2	91008119	91008487	RVG11_RVG1_RVG4
scaffold-ma2	91054050	91054405	RVG11_RVG1_RVG4
scaffold-ma2	91068069	91068274	RVG11_RVG1_RVG4
scaffold-ma2	91095720	91096884	RVG11_RVG11_RVG1_RVG4
scaffold-ma2	91101354	91101511	RVG11_RVG1
scaffold-ma2	91102706	91102860	RVG11_RVG1_RVG4
scaffold-ma2	91173676	91173854	RVG1_RVG4
scaffold-ma2	91247787	91248453	RVG11_RVG1_RVG1_RVG4
scaffold-ma2	91266232	91266562	RVG11_RVG1_RVG4
scaffold-ma2	91321150	91321335	RVG1_RVG4
scaffold-ma2	91323238	91323450	RVG11_RVG1_RVG4
scaffold-ma2	91336966	91337289	RVG11_RVG4
scaffold-ma2	91341147	91341406	RVG11_RVG1_RVG4
scaffold-ma2	91343095	91343353	RVG1_RVG4
scaffold-ma2	91345790	91346162	RVG11_RVG1_RVG4
scaffold-ma2	91353819	91354253	RVG11_RVG1_RVG4
scaffold-ma2	91354752	91355031	RVG11_RVG1_RVG4
scaffold-ma2	91360071	91360369	RVG11_RVG1_RVG4
scaffold-ma2	91365041	91365286	RVG1_RVG4
scaffold-ma2	91371163	91371763	RVG11_RVG1_RVG4
scaffold-ma2	91515658	91515903	RVG11_RVG1_RVG4
scaffold-ma2	91525654	91525914	RVG11_RVG4
scaffold-ma2	91572957	91573188	RVG1_RVG4
scaffold-ma2	91650124	91650292	RVG1_RVG4
scaffold-ma2	91653651	91653767	RVG11_RVG1
scaffold-ma2	91673448	91673748	RVG1_RVG4
scaffold-ma2	91678170	91678503	RVG11_RVG1_RVG4
scaffold-ma2	91926991	91927217	RVG11_RVG1
scaffold-ma2	91965226	91965566	RVG11_RVG1_RVG4
scaffold-ma2	91965760	91966096	RVG11_RVG1_RVG4
scaffold-ma2	91966403	91966747	RVG11_RVG1_RVG4
scaffold-ma2	91975314	91976179	RVG11_RVG1_RVG4
scaffold-ma2	91986045	91986185	RVG11_RVG4
scaffold-ma2	92009456	92009655	RVG11_RVG1_RVG4
scaffold-ma2	92072015	92072449	RVG11_RVG1_RVG4
scaffold-ma2	92082837	92084177	RVG11_RVG11_RVG11_RVG1_RVG1_RVG4
scaffold-ma2	92110881	92111250	RVG11_RVG1_RVG4
scaffold-ma2	92199777	92200222	RVG11_RVG1_RVG4
scaffold-ma2	92238902	92239061	RVG11_RVG1_RVG4
scaffold-ma2	92350786	92350920	RVG11_RVG1_RVG4
scaffold-ma2	92396533	92397081	RVG11_RVG1_RVG4
scaffold-ma2	92403322	92403548	RVG11_RVG1_RVG4
scaffold-ma2	92406320	92406515	RVG11_RVG4
scaffold-ma2	92443483	92444466	RVG11_RVG1_RVG4
scaffold-ma2	92451194	92451490	RVG11_RVG4
scaffold-ma2	92482240	92482585	RVG11_RVG1_RVG4
scaffold-ma2	92512768	92513408	RVG11_RVG1_RVG4
scaffold-ma2	92634296	92634878	RVG11_RVG1_RVG4
scaffold-ma2	92666267	92666383	RVG11_RVG1
scaffold-ma2	92702513	92703261	RVG11_RVG1_RVG4
scaffold-ma2	92721555	92721735	RVG11_RVG4
scaffold-ma2	92728546	92728754	RVG11_RVG1_RVG4
scaffold-ma2	92750827	92751505	RVG11_RVG1_RVG4
scaffold-ma2	92778763	92779058	RVG11_RVG1_RVG4
scaffold-ma2	92788807	92789261	RVG11_RVG1_RVG4
scaffold-ma2	92866756	92866923	RVG11_RVG1_RVG4
scaffold-ma2	92923001	92923284	RVG11_RVG1_RVG4
scaffold-ma2	92928445	92929014	RVG11_RVG1_RVG4
scaffold-ma2	92934383	92934602	RVG11_RVG1_RVG4
scaffold-ma2	93037821	93037992	RVG11_RVG1_RVG4
scaffold-ma2	93038888	93039480	RVG11_RVG1_RVG4
scaffold-ma2	93039862	93040157	RVG11_RVG1_RVG4
scaffold-ma2	93043586	93043812	RVG11_RVG1_RVG4
scaffold-ma2	93050986	93051235	RVG11_RVG1_RVG4
scaffold-ma2	93097448	93097632	RVG11_RVG1
scaffold-ma2	93147066	93147316	RVG11_RVG1
scaffold-ma2	93148238	93148501	RVG11_RVG1_RVG4
scaffold-ma2	93156569	93157236	RVG11_RVG1_RVG4
scaffold-ma2	93158577	93158731	RVG1_RVG4
scaffold-ma2	93163216	93163348	RVG11_RVG1_RVG4
scaffold-ma2	93164202	93164479	RVG11_RVG1_RVG4
scaffold-ma2	93203073	93203448	RVG11_RVG1_RVG4
scaffold-ma2	93203603	93203836	RVG11_RVG1_RVG4
scaffold-ma2	93208416	93208576	RVG1_RVG4
scaffold-ma2	93239072	93239454	RVG11_RVG4
scaffold-ma2	93273095	93273527	RVG11_RVG1_RVG4
scaffold-ma2	93297182	93297645	RVG11_RVG1_RVG4
scaffold-ma2	93315645	93316192	RVG11_RVG1_RVG4
scaffold-ma2	93346108	93346454	RVG11_RVG1_RVG4
scaffold-ma2	93361900	93362514	RVG11_RVG1_RVG4
scaffold-ma2	93427042	93427531	RVG11_RVG1_RVG4
scaffold-ma2	93431470	93432489	RVG11_RVG1_RVG4
scaffold-ma2	93463569	93463902	RVG1_RVG4
scaffold-ma2	93476905	93477061	RVG11_RVG1
scaffold-ma2	93494602	93495033	RVG11_RVG1_RVG4
scaffold-ma2	93500492	93500850	RVG11_RVG1_RVG4
scaffold-ma2	93511114	93511593	RVG11_RVG1_RVG4
scaffold-ma2	93593601	93593874	RVG11_RVG4
scaffold-ma2	93626321	93626614	RVG11_RVG1_RVG4
scaffold-ma2	93657477	93657643	RVG11_RVG4
scaffold-ma2	93771001	93771344	RVG11_RVG1_RVG4
scaffold-ma2	93812197	93812510	RVG11_RVG1_RVG4
scaffold-ma2	93837425	93837555	RVG11_RVG4
scaffold-ma2	93844448	93844993	RVG11_RVG1_RVG4
scaffold-ma2	93862235	93862503	RVG11_RVG1_RVG4
scaffold-ma2	93867356	93867530	RVG11_RVG4
scaffold-ma2	93882296	93882817	RVG11_RVG1_RVG4
scaffold-ma2	93910433	93910972	RVG11_RVG1_RVG4
scaffold-ma2	94036790	94037211	RVG11_RVG1_RVG4
scaffold-ma2	94075269	94075487	RVG11_RVG1
scaffold-ma2	94079660	94080302	RVG11_RVG11_RVG1_RVG1_RVG4
scaffold-ma2	94089832	94090123	RVG11_RVG1_RVG4
scaffold-ma2	94092255	94092498	RVG11_RVG1
scaffold-ma2	94109049	94109334	RVG11_RVG1_RVG4
scaffold-ma2	94119549	94119696	RVG1_RVG4
scaffold-ma2	94135124	94135320	RVG11_RVG1_RVG4
scaffold-ma2	94155863	94156075	RVG1_RVG4
scaffold-ma2	94156689	94157255	RVG11_RVG1_RVG4
scaffold-ma2	94208646	94208808	RVG11_RVG4
scaffold-ma2	94212270	94212611	RVG11_RVG1_RVG4
scaffold-ma2	94220393	94220755	RVG11_RVG4
scaffold-ma2	94237647	94238354	RVG11_RVG1_RVG1_RVG4
scaffold-ma2	94271494	94271669	RVG11_RVG1_RVG4
scaffold-ma2	94315057	94315908	RVG11_RVG1_RVG4
scaffold-ma2	94343553	94343956	RVG11_RVG1_RVG4
scaffold-ma2	94363080	94363472	RVG11_RVG1_RVG4
scaffold-ma2	94373211	94373551	RVG11_RVG1_RVG4
scaffold-ma2	94377290	94377635	RVG11_RVG1_RVG4
scaffold-ma2	94399185	94399671	RVG11_RVG1_RVG4
scaffold-ma2	94399828	94400279	RVG11_RVG1_RVG4
scaffold-ma2	94400427	94400828	RVG11_RVG1_RVG4
scaffold-ma2	94423626	94423914	RVG11_RVG4
scaffold-ma2	94452504	94453020	RVG11_RVG1_RVG4
scaffold-ma2	94480844	94481235	RVG11_RVG1_RVG4
scaffold-ma2	94492911	94493970	RVG11_RVG1_RVG1_RVG4
scaffold-ma2	94502155	94502687	RVG11_RVG1_RVG4
scaffold-ma2	94523987	94524387	RVG11_RVG1_RVG4
scaffold-ma2	94540906	94541423	RVG11_RVG1_RVG4
scaffold-ma2	94551753	94551991	RVG11_RVG1_RVG4
scaffold-ma2	94553899	94554191	RVG11_RVG1_RVG4
scaffold-ma2	94565691	94566136	RVG11_RVG1_RVG4
scaffold-ma2	94568275	94568634	RVG11_RVG1_RVG4
scaffold-ma2	94593750	94594035	RVG11_RVG1
scaffold-ma2	94602588	94602908	RVG11_RVG1_RVG4
scaffold-ma2	94607963	94608456	RVG11_RVG1_RVG4
scaffold-ma2	94608933	94609458	RVG11_RVG1_RVG4
scaffold-ma2	94637147	94637720	RVG11_RVG1_RVG4
scaffold-ma2	94645766	94646424	RVG11_RVG1_RVG1_RVG4
scaffold-ma2	94653263	94653721	RVG11_RVG1_RVG4
scaffold-ma2	94672801	94673105	RVG11_RVG1_RVG4
scaffold-ma2	94677034	94677476	RVG11_RVG1_RVG4
scaffold-ma2	94684631	94685402	RVG11_RVG1_RVG1_RVG4
scaffold-ma2	94696412	94696648	RVG11_RVG1_RVG4
scaffold-ma2	94732187	94732412	RVG11_RVG1_RVG4
scaffold-ma2	94800202	94800450	RVG11_RVG1_RVG4
scaffold-ma2	94856997	94857257	RVG11_RVG1_RVG4
scaffold-ma2	94948962	94949589	RVG11_RVG1_RVG4
scaffold-ma2	95203510	95204248	RVG11_RVG1
scaffold-ma2	95243851	95244228	RVG11_RVG1_RVG4
scaffold-ma2	95256770	95257171	RVG11_RVG1_RVG4
scaffold-ma2	95257838	95257976	RVG1_RVG4
scaffold-ma2	95261883	95262044	RVG11_RVG1
scaffold-ma2	95267242	95268201	RVG11_RVG1_RVG1_RVG4
scaffold-ma2	95269558	95269834	RVG11_RVG1_RVG4
scaffold-ma2	95270974	95271384	RVG11_RVG1_RVG4
scaffold-ma2	95282216	95282356	RVG1_RVG4
scaffold-ma2	95298010	95298319	RVG11_RVG1_RVG4
scaffold-ma2	95304600	95304928	RVG11_RVG1_RVG4
scaffold-ma2	95310175	95310405	RVG11_RVG1_RVG4
scaffold-ma2	95338211	95338820	RVG11_RVG1_RVG4
scaffold-ma2	95375040	95375502	RVG11_RVG1_RVG4
scaffold-ma2	95391828	95391945	RVG1_RVG4
scaffold-ma2	95410203	95410484	RVG1_RVG4
scaffold-ma2	95520506	95521048	RVG11_RVG1_RVG4
scaffold-ma2	95530014	95530241	RVG1_RVG4
scaffold-ma2	95560430	95560698	RVG11_RVG4
scaffold-ma2	95562029	95562223	RVG1_RVG4
scaffold-ma2	95568672	95568969	RVG11_RVG1_RVG4
scaffold-ma2	95585598	95585881	RVG1_RVG4
scaffold-ma2	95626387	95627101	RVG11_RVG1_RVG1_RVG4
scaffold-ma2	95657372	95657498	RVG11_RVG1
scaffold-ma2	95668144	95669012	RVG11_RVG11_RVG1_RVG1_RVG4
scaffold-ma2	95670345	95670483	RVG11_RVG4
scaffold-ma2	95707370	95707844	RVG11_RVG1_RVG1_RVG4
scaffold-ma2	95711752	95711899	RVG11_RVG1_RVG4
scaffold-ma2	95749853	95750510	RVG11_RVG1_RVG4
scaffold-ma2	95758892	95759071	RVG11_RVG1_RVG4
scaffold-ma2	95765489	95765606	RVG11_RVG4
scaffold-ma2	95767031	95767370	RVG11_RVG1_RVG4
scaffold-ma2	95776539	95776700	RVG1_RVG4
scaffold-ma2	95808582	95808858	RVG11_RVG1_RVG4
scaffold-ma2	95809753	95810272	RVG11_RVG1_RVG4
scaffold-ma2	95825659	95825932	RVG11_RVG1_RVG4
scaffold-ma2	95834634	95835091	RVG11_RVG1_RVG4
scaffold-ma2	95850617	95850973	RVG11_RVG1_RVG4
scaffold-ma2	95970270	95970528	RVG11_RVG4
scaffold-ma2	95972678	95972836	RVG11_RVG4
scaffold-ma2	96002160	96002500	RVG11_RVG1_RVG4
scaffold-ma2	96024514	96024634	RVG11_RVG4
scaffold-ma2	96167619	96167939	RVG11_RVG1_RVG4
scaffold-ma2	96315265	96315398	RVG11_RVG1_RVG4
scaffold-ma2	96423313	96423714	RVG11_RVG4
scaffold-ma2	96424259	96424607	RVG11_RVG1_RVG4
scaffold-ma2	96460644	96460824	RVG1_RVG4
scaffold-ma2	96525221	96525475	RVG11_RVG1_RVG4
scaffold-ma2	96532325	96532689	RVG11_RVG1_RVG4
scaffold-ma2	96541350	96541888	RVG11_RVG1_RVG4
scaffold-ma2	96543361	96543626	RVG11_RVG1_RVG4
scaffold-ma2	96564708	96564962	RVG11_RVG1_RVG4
scaffold-ma2	96603778	96604109	RVG11_RVG1_RVG4
scaffold-ma2	96608470	96608698	RVG1_RVG4
scaffold-ma2	96623208	96623521	RVG11_RVG1_RVG4
scaffold-ma2	96627464	96627936	RVG11_RVG1_RVG1_RVG4
scaffold-ma2	96727561	96727741	RVG11_RVG1_RVG4
scaffold-ma2	96730666	96731106	RVG1_RVG4
scaffold-ma2	96745381	96745501	RVG1_RVG4
scaffold-ma2	96755363	96755632	RVG11_RVG1_RVG4
scaffold-ma2	96755950	96756305	RVG11_RVG1_RVG4
scaffold-ma2	96757045	96757554	RVG11_RVG1_RVG4
scaffold-ma2	96783375	96783627	RVG11_RVG1_RVG4
scaffold-ma2	96797934	96798482	RVG11_RVG1_RVG4
scaffold-ma2	96810718	96810985	RVG11_RVG1_RVG4
scaffold-ma2	96812017	96812669	RVG11_RVG1_RVG4
scaffold-ma2	96822488	96822986	RVG1_RVG4
scaffold-ma2	96832345	96832853	RVG11_RVG1_RVG4
scaffold-ma2	96839175	96839382	RVG11_RVG1_RVG4
scaffold-ma2	96885553	96886232	RVG11_RVG11_RVG1_RVG4
scaffold-ma2	96887384	96887544	RVG11_RVG1
scaffold-ma2	96891547	96891864	RVG11_RVG1_RVG4
scaffold-ma2	96900735	96901115	RVG11_RVG1_RVG4
scaffold-ma2	96923015	96923349	RVG1_RVG4
scaffold-ma2	96951046	96951394	RVG11_RVG1_RVG4
scaffold-ma2	96969239	96969348	RVG11_RVG1
scaffold-ma2	96999590	96999827	RVG11_RVG4
scaffold-ma2	97000529	97001136	RVG11_RVG1_RVG4
scaffold-ma2	97030320	97030692	RVG11_RVG4
scaffold-ma2	97058523	97058962	RVG11_RVG1_RVG4
scaffold-ma2	97067914	97068301	RVG11_RVG1_RVG4
scaffold-ma2	97069117	97069675	RVG11_RVG4
scaffold-ma2	97092380	97092855	RVG11_RVG1_RVG4
scaffold-ma2	97165137	97165511	RVG11_RVG1_RVG4
scaffold-ma2	97184208	97184434	RVG11_RVG1
scaffold-ma2	97223088	97223535	RVG11_RVG1_RVG4
scaffold-ma2	97229338	97229836	RVG11_RVG1_RVG4
scaffold-ma2	97244021	97244355	RVG11_RVG4
scaffold-ma2	97254605	97254799	RVG11_RVG1_RVG4
scaffold-ma2	97259956	97260371	RVG11_RVG1_RVG4
scaffold-ma2	97294338	97295044	RVG11_RVG1_RVG4
scaffold-ma2	97350529	97351335	RVG11_RVG1_RVG4
scaffold-ma2	97392366	97392805	RVG11_RVG1_RVG4
scaffold-ma2	97394348	97394774	RVG11_RVG1_RVG4
scaffold-ma2	97460806	97461425	RVG11_RVG1_RVG4
scaffold-ma2	97465559	97465683	RVG1_RVG4
scaffold-ma2	97494267	97494825	RVG11_RVG1_RVG4
scaffold-ma2	97518843	97519074	RVG11_RVG1_RVG4
scaffold-ma2	97527525	97527701	RVG11_RVG1_RVG4
scaffold-ma2	97541907	97542280	RVG11_RVG1_RVG4
scaffold-ma2	97555212	97555770	RVG11_RVG1_RVG4
scaffold-ma2	97594858	97595524	RVG11_RVG1_RVG4
scaffold-ma2	97635076	97635244	RVG11_RVG4
scaffold-ma2	97649985	97650712	RVG11_RVG1_RVG1_RVG1_RVG4
scaffold-ma2	97657839	97658543	RVG11_RVG1_RVG1_RVG4
scaffold-ma2	97667489	97667693	RVG11_RVG1_RVG4
scaffold-ma2	97678296	97678621	RVG11_RVG1_RVG4
scaffold-ma2	97686499	97686706	RVG11_RVG1_RVG4
scaffold-ma2	97691807	97692092	RVG11_RVG4
scaffold-ma2	97697351	97697716	RVG11_RVG1_RVG4
scaffold-ma2	97698119	97698290	RVG11_RVG1_RVG4
scaffold-ma2	97705039	97705836	RVG11_RVG1_RVG4
scaffold-ma2	97724731	97725287	RVG11_RVG1_RVG4
scaffold-ma2	97725606	97725962	RVG11_RVG1_RVG4
scaffold-ma2	97751996	97752508	RVG11_RVG1_RVG4
scaffold-ma2	97755900	97756133	RVG11_RVG1_RVG4
scaffold-ma2	97760084	97760428	RVG11_RVG1_RVG4
scaffold-ma2	97774034	97774220	RVG11_RVG1
scaffold-ma2	97789168	97789307	RVG11_RVG1_RVG4
scaffold-ma2	97806481	97806782	RVG11_RVG4
scaffold-ma2	97813852	97814241	RVG1_RVG4
scaffold-ma2	97831925	97832078	RVG1_RVG4
scaffold-ma2	97837929	97838291	RVG11_RVG1_RVG4
scaffold-ma2	97860272	97860641	RVG11_RVG1_RVG4
scaffold-ma2	97862224	97862734	RVG11_RVG1_RVG4
scaffold-ma2	97872010	97872834	RVG11_RVG1_RVG4
scaffold-ma2	97888729	97889028	RVG11_RVG1_RVG4
scaffold-ma2	97889397	97889845	RVG11_RVG1_RVG4
scaffold-ma2	97947779	97947974	RVG11_RVG1_RVG4
scaffold-ma2	97958828	97959095	RVG11_RVG1_RVG4
scaffold-ma2	97977645	97977842	RVG11_RVG1
scaffold-ma2	98080663	98080885	RVG11_RVG1_RVG4
scaffold-ma2	98081579	98081725	RVG11_RVG1
scaffold-ma2	98086970	98087292	RVG11_RVG1_RVG4
scaffold-ma2	98087542	98087777	RVG11_RVG1_RVG4
scaffold-ma2	98102226	98102526	RVG11_RVG1_RVG4
scaffold-ma2	98137779	98138068	RVG11_RVG1_RVG4
scaffold-ma2	98149884	98150135	RVG11_RVG1_RVG4
scaffold-ma2	98312072	98312355	RVG11_RVG4
scaffold-ma2	98318730	98318931	RVG11_RVG1
scaffold-ma2	98337222	98337421	RVG1_RVG4
scaffold-ma2	98354438	98354689	RVG11_RVG1_RVG4
scaffold-ma2	98355205	98355611	RVG11_RVG1_RVG4
scaffold-ma2	98376176	98376423	RVG1_RVG4
scaffold-ma2	98393260	98393674	RVG11_RVG1_RVG4
scaffold-ma2	98420961	98421286	RVG1_RVG4
scaffold-ma2	98421309	98421885	RVG11_RVG1_RVG4
scaffold-ma2	98437594	98437776	RVG11_RVG1_RVG4
scaffold-ma2	98439278	98439954	RVG11_RVG1_RVG4
scaffold-ma2	98484313	98484509	RVG11_RVG1_RVG4
scaffold-ma2	98485785	98486029	RVG11_RVG1_RVG4
scaffold-ma2	98490786	98490980	RVG11_RVG1_RVG4
scaffold-ma2	98492200	98492571	RVG11_RVG1_RVG4
scaffold-ma2	98493570	98493714	RVG11_RVG4
scaffold-ma2	98498919	98499176	RVG11_RVG1_RVG4
scaffold-ma2	98543428	98543869	RVG11_RVG1_RVG4
scaffold-ma2	98618927	98619219	RVG11_RVG1_RVG4
scaffold-ma2	98772514	98772778	RVG11_RVG1
scaffold-ma2	98878208	98879008	RVG11_RVG1_RVG4
scaffold-ma2	98939294	98939503	RVG11_RVG1_RVG4
scaffold-ma2	99062735	99062972	RVG11_RVG4
scaffold-ma2	99311125	99311375	RVG11_RVG1_RVG4
scaffold-ma2	99355570	99355955	RVG11_RVG1_RVG4
scaffold-ma2	99358624	99358826	RVG11_RVG1
scaffold-ma2	99359090	99359189	RVG11_RVG1
scaffold-ma2	99362631	99363732	RVG11_RVG11_RVG1_RVG1_RVG1_RVG4
scaffold-ma2	99365072	99365249	RVG11_RVG1_RVG4
scaffold-ma2	99367936	99368145	RVG11_RVG1_RVG4
scaffold-ma2	99369889	99370280	RVG11_RVG1_RVG4
scaffold-ma2	99397147	99397678	RVG11_RVG1_RVG4
scaffold-ma2	99486117	99486688	RVG11_RVG11_RVG1_RVG1_RVG4
