crovir-transcript-15539,43162_crovir-transcript-15539
crovir-transcript-4106,NCOR2_crovir-transcript-4106
crovir-transcript-4107,NCOR2_crovir-transcript-4107
crovir-transcript-7761,NCR3LG1_crovir-transcript-7761
crovir-transcript-1397,NCS1_crovir-transcript-1397
crovir-transcript-3170,NCSTN_crovir-transcript-3170
crovir-transcript-5997,NDC1_crovir-transcript-5997
crovir-transcript-5188,NDC80_crovir-transcript-5188
crovir-transcript-1621,NDE1_crovir-transcript-1621
crovir-transcript-14099,NDEL1_crovir-transcript-14099
crovir-transcript-13926,NDFIP1_crovir-transcript-13926
crovir-transcript-3264,NDFIP2_crovir-transcript-3264
crovir-transcript-4532,NDNF_crovir-transcript-4532
crovir-transcript-1367,NDOR1_crovir-transcript-1367
crovir-transcript-3614,NDP_crovir-transcript-3614
crovir-transcript-4807,NDRG1_crovir-transcript-4807
crovir-transcript-2780,NDRG2_crovir-transcript-2780
crovir-transcript-6438,NDRG3_crovir-transcript-6438
crovir-transcript-15971,NDRG4_crovir-transcript-15971
crovir-transcript-13821,NDST1_crovir-transcript-13821
crovir-transcript-10139,NDST2_crovir-transcript-10139
crovir-transcript-4704,NDST4_crovir-transcript-4704
crovir-transcript-4706,NDST4_crovir-transcript-4706
crovir-transcript-12991,NDUFA10_crovir-transcript-12991
crovir-transcript-6843,NDUFA11_crovir-transcript-6843
crovir-transcript-11966,NDUFA12_crovir-transcript-11966
crovir-transcript-6776,NDUFA13_crovir-transcript-6776
crovir-transcript-5526,NDUFA2_crovir-transcript-5526
crovir-transcript-2924,NDUFA3_crovir-transcript-2924
crovir-transcript-12051,NDUFA6_crovir-transcript-12051
crovir-transcript-1349,NDUFA8_crovir-transcript-1349
crovir-transcript-17463,NDUFA9_crovir-transcript-17463
crovir-transcript-7356,NDUFAF1_crovir-transcript-7356
crovir-transcript-13291,NDUFAF3_crovir-transcript-13291
crovir-transcript-8987,NDUFAF4_crovir-transcript-8987
crovir-transcript-8692,NDUFAF5_crovir-transcript-8692
crovir-transcript-4960,NDUFAF6_crovir-transcript-4960
crovir-transcript-9448,NDUFAF7_crovir-transcript-9448
crovir-transcript-443,NDUFB10_crovir-transcript-443
crovir-transcript-14766,NDUFB11_crovir-transcript-14766
crovir-transcript-12219,NDUFB2_crovir-transcript-12219
crovir-transcript-8466,NDUFB3_crovir-transcript-8466
crovir-transcript-15075,NDUFB4_crovir-transcript-15075
crovir-transcript-10937,NDUFB5_crovir-transcript-10937
crovir-transcript-15336,NDUFB6_crovir-transcript-15336
crovir-transcript-14084,NDUFB7_crovir-transcript-14084
crovir-transcript-10216,NDUFB8_crovir-transcript-10216
crovir-transcript-4849,NDUFB9_crovir-transcript-4849
crovir-transcript-8463,NDUFS1_crovir-transcript-8463
crovir-transcript-8681,NDUFS2_crovir-transcript-8681
crovir-transcript-7485,NDUFS3_crovir-transcript-7485
crovir-transcript-15803,NDUFS4_crovir-transcript-15803
crovir-transcript-5465,NDUFS6_crovir-transcript-5465
crovir-transcript-4283,NDUFS7_crovir-transcript-4283
crovir-transcript-7943,NDUFS8_crovir-transcript-7943
crovir-transcript-7864,NDUFV1_crovir-transcript-7864
crovir-transcript-5212,NDUFV2_crovir-transcript-5212
crovir-transcript-3642,NDUFV3_crovir-transcript-3642
crovir-transcript-4404,NEB_crovir-transcript-4404
crovir-transcript-8185,NEB_crovir-transcript-8185
crovir-transcript-1927,NEBL_crovir-transcript-1927
crovir-transcript-4984,NECAB1_crovir-transcript-4984
crovir-transcript-16059,NECAB2_crovir-transcript-16059
crovir-transcript-16920,NECAP2_crovir-transcript-16920
crovir-transcript-12659,NECTIN1_crovir-transcript-12659
crovir-transcript-5517,NECTIN2_crovir-transcript-5517
crovir-transcript-684,NECTIN2_crovir-transcript-684
crovir-transcript-686,NECTIN2_crovir-transcript-686
crovir-transcript-689,NECTIN2_crovir-transcript-689
crovir-transcript-17420,NECTIN4_crovir-transcript-17420
crovir-transcript-11977,NEDD1_crovir-transcript-11977
crovir-transcript-5326,NEDD9_crovir-transcript-5326
crovir-transcript-16295,NEFH_crovir-transcript-16295
crovir-transcript-12843,NEFL_crovir-transcript-12843
crovir-transcript-12844,NEFM_crovir-transcript-12844
crovir-transcript-11131,NEIL1_crovir-transcript-11131
crovir-transcript-9834,NEIL2_crovir-transcript-9834
crovir-transcript-4608,NEIL3_crovir-transcript-4608
crovir-transcript-4639,NEK1_crovir-transcript-4639
crovir-transcript-2115,NEK10_crovir-transcript-2115
crovir-transcript-2116,NEK10_crovir-transcript-2116
crovir-transcript-2142,NEK11_crovir-transcript-2142
crovir-transcript-9672,NEK2_crovir-transcript-9672
crovir-transcript-13381,NEK3_crovir-transcript-13381
crovir-transcript-16158,NEK3_crovir-transcript-16158
crovir-transcript-13618,NEK4_crovir-transcript-13618
crovir-transcript-13382,NEK5_crovir-transcript-13382
crovir-transcript-1511,NEK6_crovir-transcript-1511
crovir-transcript-5720,NEK6_crovir-transcript-5720
crovir-transcript-16991,NEK8_crovir-transcript-16991
crovir-transcript-7185,NEK9_crovir-transcript-7185
crovir-transcript-3198,NELFA_crovir-transcript-3198
crovir-transcript-16773,NELFB_crovir-transcript-16773
crovir-transcript-6617,NELFCD_crovir-transcript-6617
crovir-transcript-11288,NELFE_crovir-transcript-11288
crovir-transcript-6913,NEMF_crovir-transcript-6913
crovir-transcript-14592,NEMP1_crovir-transcript-14592
crovir-transcript-9650,NENF_crovir-transcript-9650
crovir-transcript-11160,NEO1_crovir-transcript-11160
crovir-transcript-15905,NEO1_crovir-transcript-15905
crovir-transcript-15907,NEO1_crovir-transcript-15907
crovir-transcript-15908,NEO1_crovir-transcript-15908
crovir-transcript-3859,NEPRO_crovir-transcript-3859
crovir-transcript-11472,NES_crovir-transcript-11472
crovir-transcript-4109,NES_crovir-transcript-4109
crovir-transcript-139,NET1_crovir-transcript-139
crovir-transcript-5248,NETO1_crovir-transcript-5248
crovir-transcript-5249,NETO1_crovir-transcript-5249
crovir-transcript-11501,NETO2_crovir-transcript-11501
crovir-transcript-15332,NEU1_crovir-transcript-15332
crovir-transcript-10699,NEU4_crovir-transcript-10699
crovir-transcript-10529,NEURL1_crovir-transcript-10529
crovir-transcript-13976,NEURL1B_crovir-transcript-13976
crovir-transcript-17126,NEURL2_crovir-transcript-17126
crovir-transcript-12942,NEURL3_crovir-transcript-12942
crovir-transcript-17150,NEURL4_crovir-transcript-17150
crovir-transcript-13882,NEUROG1_crovir-transcript-13882
crovir-transcript-29,NEXMIF_crovir-transcript-29
crovir-transcript-5889,NEXN_crovir-transcript-5889
crovir-transcript-10088,NF1_crovir-transcript-10088
crovir-transcript-10089,NF1_crovir-transcript-10089
crovir-transcript-6274,NFASC_crovir-transcript-6274
crovir-transcript-16203,NFAT5_crovir-transcript-16203
crovir-transcript-5268,NFATC1_crovir-transcript-5268
crovir-transcript-6581,NFATC2_crovir-transcript-6581
crovir-transcript-15954,NFATC3_crovir-transcript-15954
crovir-transcript-3095,NFATC4_crovir-transcript-3095
crovir-transcript-14649,NFE2_crovir-transcript-14649
crovir-transcript-2627,NFE2L1_crovir-transcript-2627
crovir-transcript-8294,NFE2L2_crovir-transcript-8294
crovir-transcript-2033,NFE2L3_crovir-transcript-2033
crovir-transcript-5965,NFIA_crovir-transcript-5965
crovir-transcript-6746,NFIA_crovir-transcript-6746
crovir-transcript-15370,NFIB_crovir-transcript-15370
crovir-transcript-15371,NFIB_crovir-transcript-15371
crovir-transcript-6775,NFIC_crovir-transcript-6775
crovir-transcript-15525,NFIL3_crovir-transcript-15525
crovir-transcript-6735,NFIL3_crovir-transcript-6735
crovir-transcript-15019,NFIX_crovir-transcript-15019
crovir-transcript-15020,NFIX_crovir-transcript-15020
crovir-transcript-4379,NFKB1_crovir-transcript-4379
crovir-transcript-7289,NFKBIA_crovir-transcript-7289
crovir-transcript-1304,NFKBIB_crovir-transcript-1304
crovir-transcript-848,NFKBID_crovir-transcript-848
crovir-transcript-9539,NFKBIE_crovir-transcript-9539
crovir-transcript-5817,NFKBIL1_crovir-transcript-5817
crovir-transcript-3830,NFKBIZ_crovir-transcript-3830
crovir-transcript-12964,NFRKB_crovir-transcript-12964
crovir-transcript-6440,NFS1_crovir-transcript-6440
crovir-transcript-12998,NFU1_crovir-transcript-12998
crovir-transcript-5447,NFX1_crovir-transcript-5447
crovir-transcript-6216,NFYA_crovir-transcript-6216
crovir-transcript-12183,NFYB_crovir-transcript-12183
crovir-transcript-654,NFYC_crovir-transcript-654
crovir-transcript-7171,NGB_crovir-transcript-7171
crovir-transcript-10635,NGEF_crovir-transcript-10635
crovir-transcript-2661,NGFR_crovir-transcript-2661
crovir-transcript-2105,NGLY1_crovir-transcript-2105
crovir-transcript-7980,NHEJ1_crovir-transcript-7980
crovir-transcript-7997,NHEJ1_crovir-transcript-7997
crovir-transcript-13726,NHP2_crovir-transcript-13726
crovir-transcript-10799,NHS_crovir-transcript-10799
crovir-transcript-10800,NHS_crovir-transcript-10800
crovir-transcript-9226,NHSL1_crovir-transcript-9226
crovir-transcript-141,NHSL2_crovir-transcript-141
crovir-transcript-13697,NICN1_crovir-transcript-13697
crovir-transcript-9430,NID1_crovir-transcript-9430
crovir-transcript-6965,NID2_crovir-transcript-6965
crovir-transcript-8442,NIF3L1_crovir-transcript-8442
crovir-transcript-10940,NIFK_crovir-transcript-10940
crovir-transcript-15823,NIM1K_crovir-transcript-15823
crovir-transcript-6976,NIN_crovir-transcript-6976
crovir-transcript-13549,NINJ1_crovir-transcript-13549
crovir-transcript-9776,NINL_crovir-transcript-9776
crovir-transcript-16198,NIP7_crovir-transcript-16198
crovir-transcript-3452,NIPA1_crovir-transcript-3452
crovir-transcript-3454,NIPA2_crovir-transcript-3454
crovir-transcript-4748,NIPAL1_crovir-transcript-4748
crovir-transcript-4942,NIPAL2_crovir-transcript-4942
crovir-transcript-997,NIPAL3_crovir-transcript-997
crovir-transcript-998,NIPAL3_crovir-transcript-998
crovir-transcript-13782,NIPAL4_crovir-transcript-13782
crovir-transcript-15845,NIPBL_crovir-transcript-15845
crovir-transcript-16289,NIPSNAP1_crovir-transcript-16289
crovir-transcript-10006,NIPSNAP2_crovir-transcript-10006
crovir-transcript-16500,NIT1_crovir-transcript-16500
crovir-transcript-3836,NIT2_crovir-transcript-3836
crovir-transcript-5076,NKAIN3_crovir-transcript-5076
crovir-transcript-6662,NKAIN4_crovir-transcript-6662
crovir-transcript-207,NKAP_crovir-transcript-207
crovir-transcript-13039,NKAPD1_crovir-transcript-13039
crovir-transcript-11454,NKD1_crovir-transcript-11454
crovir-transcript-2093,NKIRAS1_crovir-transcript-2093
crovir-transcript-2500,NKIRAS2_crovir-transcript-2500
crovir-transcript-681,NKPD1_crovir-transcript-681
crovir-transcript-682,NKPD1_crovir-transcript-682
crovir-transcript-688,NKPD1_crovir-transcript-688
crovir-transcript-213,NKRF_crovir-transcript-213
crovir-transcript-13893,NKTR_crovir-transcript-13893
crovir-transcript-3587,NKX2-1_crovir-transcript-3587
crovir-transcript-13965,NKX2-5_crovir-transcript-13965
crovir-transcript-10927,NLGN1_crovir-transcript-10927
crovir-transcript-17130,NLGN2_crovir-transcript-17130
crovir-transcript-17132,NLGN2_crovir-transcript-17132
crovir-transcript-16130,NLGN3_crovir-transcript-16130
crovir-transcript-10052,NLK_crovir-transcript-10052
crovir-transcript-15755,NLN_crovir-transcript-15755
crovir-transcript-544,NLRC3_crovir-transcript-544
crovir-transcript-9436,NLRC4_crovir-transcript-9436
crovir-transcript-16063,NLRC5_crovir-transcript-16063
crovir-transcript-12652,NLRX1_crovir-transcript-12652
crovir-transcript-9246,NMBR_crovir-transcript-9246
crovir-transcript-10877,NMD3_crovir-transcript-10877
crovir-transcript-531,NME4_crovir-transcript-531
crovir-transcript-13860,NME5_crovir-transcript-13860
crovir-transcript-3865,NME7_crovir-transcript-3865
crovir-transcript-2233,NME8_crovir-transcript-2233
crovir-transcript-8186,NMI_crovir-transcript-8186
crovir-transcript-4300,NMNAT1_crovir-transcript-4300
crovir-transcript-5606,NMNAT2_crovir-transcript-5606
crovir-transcript-10740,NMNAT3_crovir-transcript-10740
crovir-transcript-15459,NMRK1_crovir-transcript-15459
crovir-transcript-12886,NMRK2_crovir-transcript-12886
crovir-transcript-2470,NMT1_crovir-transcript-2470
crovir-transcript-1898,NMT2_crovir-transcript-1898
crovir-transcript-17050,NMUR1_crovir-transcript-17050
crovir-transcript-15143,NOA1_crovir-transcript-15143
crovir-transcript-16195,NOB1_crovir-transcript-16195
crovir-transcript-1030,NOC2L_crovir-transcript-1030
crovir-transcript-10347,NOC3L_crovir-transcript-10347
crovir-transcript-4151,NOC4L_crovir-transcript-4151
crovir-transcript-4490,NOCT_crovir-transcript-4490
crovir-transcript-10921,NOD1_crovir-transcript-10921
crovir-transcript-12822,NODAL_crovir-transcript-12822
crovir-transcript-8710,NOL10_crovir-transcript-8710
crovir-transcript-3602,NOL11_crovir-transcript-3602
crovir-transcript-12124,NOL12_crovir-transcript-12124
crovir-transcript-5129,NOL4_crovir-transcript-5129
crovir-transcript-5302,NOL7_crovir-transcript-5302
crovir-transcript-13588,NOL8_crovir-transcript-13588
crovir-transcript-10213,NOLC1_crovir-transcript-10213
crovir-transcript-1783,NOM1_crovir-transcript-1783
crovir-transcript-16131,NONO_crovir-transcript-16131
crovir-transcript-16729,NOP14_crovir-transcript-16729
crovir-transcript-13756,NOP16_crovir-transcript-13756
crovir-transcript-8503,NOP2_crovir-transcript-8503
crovir-transcript-16551,NOP56_crovir-transcript-16551
crovir-transcript-8451,NOP58_crovir-transcript-8451
crovir-transcript-9099,NOS1_crovir-transcript-9099
crovir-transcript-5570,NOS1AP_crovir-transcript-5570
crovir-transcript-5572,NOS1AP_crovir-transcript-5572
crovir-transcript-10072,NOS2_crovir-transcript-10072
crovir-transcript-2712,NOSIP_crovir-transcript-2712
crovir-transcript-8261,NOSTRIN_crovir-transcript-8261
crovir-transcript-13876,NOTCH1_crovir-transcript-13876
crovir-transcript-17070,NOTCH1_crovir-transcript-17070
crovir-transcript-17185,NOTCH1_crovir-transcript-17185
crovir-transcript-13136,NOTCH4_crovir-transcript-13136
crovir-transcript-14292,NOTUM_crovir-transcript-14292
crovir-transcript-4876,NOV_crovir-transcript-4876
crovir-transcript-7246,NOVA1_crovir-transcript-7246
crovir-transcript-176,NOX1_crovir-transcript-176
crovir-transcript-9285,NOX3_crovir-transcript-9285
crovir-transcript-4075,NOX4_crovir-transcript-4075
crovir-transcript-12368,NOX5_crovir-transcript-12368
crovir-transcript-455,NOXO1_crovir-transcript-455
crovir-transcript-7211,NOXRED1_crovir-transcript-7211
crovir-transcript-3410,NPAS2_crovir-transcript-3410
crovir-transcript-7228,NPAS3_crovir-transcript-7228
crovir-transcript-12400,NPAS4_crovir-transcript-12400
crovir-transcript-9732,NPAS4_crovir-transcript-9732
crovir-transcript-14285,NPB_crovir-transcript-14285
crovir-transcript-5158,NPC1_crovir-transcript-5158
crovir-transcript-12959,NPC1L1_crovir-transcript-12959
crovir-transcript-7238,NPC2_crovir-transcript-7238
crovir-transcript-13170,NPDC1_crovir-transcript-13170
crovir-transcript-1336,NPDC1_crovir-transcript-1336
crovir-transcript-6612,NPEPL1_crovir-transcript-6612
crovir-transcript-2622,NPEPPS_crovir-transcript-2622
crovir-transcript-10247,NPFFR1_crovir-transcript-10247
crovir-transcript-4273,NPFFR2_crovir-transcript-4273
crovir-transcript-9711,NPHP1_crovir-transcript-9711
crovir-transcript-2160,NPHP3_crovir-transcript-2160
crovir-transcript-1142,NPHP4_crovir-transcript-1142
crovir-transcript-852,NPHS1_crovir-transcript-852
crovir-transcript-853,NPHS1_crovir-transcript-853
crovir-transcript-7770,NPHS2_crovir-transcript-7770
crovir-transcript-5599,NPL_crovir-transcript-5599
crovir-transcript-14381,NPLOC4_crovir-transcript-14381
crovir-transcript-8658,NPM1_crovir-transcript-8658
crovir-transcript-10559,NPM3_crovir-transcript-10559
crovir-transcript-4395,NPNT_crovir-transcript-4395
crovir-transcript-12560,NPR1_crovir-transcript-12560
crovir-transcript-15950,NPR2_crovir-transcript-15950
crovir-transcript-15951,NPR2_crovir-transcript-15951
crovir-transcript-15868,NPR3_crovir-transcript-15868
crovir-transcript-13663,NPRL2_crovir-transcript-13663
crovir-transcript-1675,NPRL3_crovir-transcript-1675
crovir-transcript-2230,NPSR1_crovir-transcript-2230
crovir-transcript-11152,NPTN_crovir-transcript-11152
crovir-transcript-14344,NPTX1_crovir-transcript-14344
crovir-transcript-318,NPTX2_crovir-transcript-318
crovir-transcript-321,NPTX2_crovir-transcript-321
crovir-transcript-12099,NPTXR_crovir-transcript-12099
crovir-transcript-2031,NPVF_crovir-transcript-2031
crovir-transcript-2036,NPY_crovir-transcript-2036
crovir-transcript-2674,NPY_crovir-transcript-2674
crovir-transcript-4691,NPY1R_crovir-transcript-4691
crovir-transcript-5371,NQO2_crovir-transcript-5371
crovir-transcript-3562,NR0B1_crovir-transcript-3562
crovir-transcript-949,NR0B2_crovir-transcript-949
crovir-transcript-2539,NR1D1_crovir-transcript-2539
crovir-transcript-2094,NR1D2_crovir-transcript-2094
crovir-transcript-5260,NR1H2_crovir-transcript-5260
crovir-transcript-7523,NR1H3_crovir-transcript-7523
crovir-transcript-11992,NR1H4_crovir-transcript-11992
crovir-transcript-12487,NR1I3_crovir-transcript-12487
crovir-transcript-11965,NR2C1_crovir-transcript-11965
crovir-transcript-13423,NR2C2_crovir-transcript-13423
crovir-transcript-9024,NR2E1_crovir-transcript-9024
crovir-transcript-11203,NR2E3_crovir-transcript-11203
crovir-transcript-15630,NR2F1_crovir-transcript-15630
crovir-transcript-13943,NR3C1_crovir-transcript-13943
crovir-transcript-14451,NR4A1_crovir-transcript-14451
crovir-transcript-8197,NR4A2_crovir-transcript-8197
crovir-transcript-2319,NR4A3_crovir-transcript-2319
crovir-transcript-1526,NR6A1_crovir-transcript-1526
crovir-transcript-10487,NRAP_crovir-transcript-10487
crovir-transcript-6376,NRAS_crovir-transcript-6376
crovir-transcript-9917,NRBP1_crovir-transcript-9917
crovir-transcript-16704,NRBP2_crovir-transcript-16704
crovir-transcript-11824,NRCAM_crovir-transcript-11824
crovir-transcript-6024,NRDC_crovir-transcript-6024
crovir-transcript-7162,NRDE2_crovir-transcript-7162
crovir-transcript-5516,NRG2_crovir-transcript-5516
crovir-transcript-10179,NRG3_crovir-transcript-10179
crovir-transcript-11109,NRG4_crovir-transcript-11109
crovir-transcript-11113,NRG4_crovir-transcript-11113
crovir-transcript-7806,NRIP3_crovir-transcript-7806
crovir-transcript-271,NRK_crovir-transcript-271
crovir-transcript-273,NRK_crovir-transcript-273
crovir-transcript-16899,NRL_crovir-transcript-16899
crovir-transcript-647,NRM_crovir-transcript-647
crovir-transcript-5351,NRN1_crovir-transcript-5351
crovir-transcript-8433,NRP2_crovir-transcript-8433
crovir-transcript-10697,NRROS_crovir-transcript-10697
crovir-transcript-5288,NRSN1_crovir-transcript-5288
crovir-transcript-16631,NRSN2_crovir-transcript-16631
crovir-transcript-16995,NRTN_crovir-transcript-16995
crovir-transcript-16478,NRXN2_crovir-transcript-16478
crovir-transcript-17380,NRXN2_crovir-transcript-17380
crovir-transcript-17383,NRXN2_crovir-transcript-17383
crovir-transcript-15703,NSA2_crovir-transcript-15703
crovir-transcript-13741,NSD1_crovir-transcript-13741
crovir-transcript-3200,NSD2_crovir-transcript-3200
crovir-transcript-12877,NSD3_crovir-transcript-12877
crovir-transcript-120,NSDHL_crovir-transcript-120
crovir-transcript-2481,NSF_crovir-transcript-2481
crovir-transcript-268,NSG1_crovir-transcript-268
crovir-transcript-13958,NSG2_crovir-transcript-13958
crovir-transcript-9647,NSL1_crovir-transcript-9647
crovir-transcript-5086,NSMAF_crovir-transcript-5086
crovir-transcript-469,NSMCE1_crovir-transcript-469
crovir-transcript-4835,NSMCE2_crovir-transcript-4835
crovir-transcript-1459,NSMF_crovir-transcript-1459
crovir-transcript-16627,NSRP1_crovir-transcript-16627
crovir-transcript-5478,NSUN2_crovir-transcript-5478
crovir-transcript-3793,NSUN3_crovir-transcript-3793
crovir-transcript-6070,NSUN4_crovir-transcript-6070
crovir-transcript-9867,NSUN5_crovir-transcript-9867
crovir-transcript-1914,NSUN6_crovir-transcript-1914
crovir-transcript-1915,NSUN6_crovir-transcript-1915
crovir-transcript-1916,NSUN6_crovir-transcript-1916
crovir-transcript-17151,NSUN7_crovir-transcript-17151
crovir-transcript-17152,NSUN7_crovir-transcript-17152
crovir-transcript-17153,NSUN7_crovir-transcript-17153
crovir-transcript-14232,NT5C_crovir-transcript-14232
crovir-transcript-582,NT5C1A_crovir-transcript-582
crovir-transcript-7680,NT5C1A_crovir-transcript-7680
crovir-transcript-10531,NT5C2_crovir-transcript-10531
crovir-transcript-12960,NT5C2_crovir-transcript-12960
crovir-transcript-2223,NT5C3A_crovir-transcript-2223
crovir-transcript-2513,NT5C3B_crovir-transcript-2513
crovir-transcript-9032,NT5DC1_crovir-transcript-9032
crovir-transcript-13616,NT5DC2_crovir-transcript-13616
crovir-transcript-14860,NT5DC2_crovir-transcript-14860
crovir-transcript-12186,NT5DC3_crovir-transcript-12186
crovir-transcript-8937,NT5E_crovir-transcript-8937
crovir-transcript-1584,NT5M_crovir-transcript-1584
crovir-transcript-405,NTAN1_crovir-transcript-405
crovir-transcript-463,NTHL1_crovir-transcript-463
crovir-transcript-1385,NTMT1_crovir-transcript-1385
crovir-transcript-11975,NTN4_crovir-transcript-11975
crovir-transcript-5740,NTNG1_crovir-transcript-5740
crovir-transcript-1496,NTNG2_crovir-transcript-1496
crovir-transcript-9378,NTPCR_crovir-transcript-9378
crovir-transcript-14641,NTRK1_crovir-transcript-14641
crovir-transcript-11299,NTRK2_crovir-transcript-11299
crovir-transcript-15467,NTRK2_crovir-transcript-15467
crovir-transcript-15468,NTRK2_crovir-transcript-15468
crovir-transcript-11297,NTRK3_crovir-transcript-11297
crovir-transcript-11298,NTRK3_crovir-transcript-11298
crovir-transcript-11934,NTS_crovir-transcript-11934
crovir-transcript-6671,NTSR1_crovir-transcript-6671
crovir-transcript-12177,NUAK1_crovir-transcript-12177
crovir-transcript-6277,NUAK2_crovir-transcript-6277
crovir-transcript-1755,NUB1_crovir-transcript-1755
crovir-transcript-1623,NUBP1_crovir-transcript-1623
crovir-transcript-407,NUBP2_crovir-transcript-407
crovir-transcript-7327,NUBPL_crovir-transcript-7327
crovir-transcript-7759,NUCB2_crovir-transcript-7759
crovir-transcript-6292,NUCKS1_crovir-transcript-6292
crovir-transcript-950,NUDC_crovir-transcript-950
crovir-transcript-4897,NUDCD1_crovir-transcript-4897
crovir-transcript-14024,NUDCD2_crovir-transcript-14024
crovir-transcript-12793,NUDCD3_crovir-transcript-12793
crovir-transcript-285,NUDT1_crovir-transcript-285
crovir-transcript-15615,NUDT12_crovir-transcript-15615
crovir-transcript-10279,NUDT13_crovir-transcript-10279
crovir-transcript-7006,NUDT14_crovir-transcript-7006
crovir-transcript-8559,NUDT15_crovir-transcript-8559
crovir-transcript-17078,NUDT17_crovir-transcript-17078
crovir-transcript-12993,NUDT18_crovir-transcript-12993
crovir-transcript-4161,NUDT2_crovir-transcript-4161
crovir-transcript-16082,NUDT21_crovir-transcript-16082
crovir-transcript-6219,NUDT3_crovir-transcript-6219
crovir-transcript-199,NUDT5_crovir-transcript-199
crovir-transcript-4518,NUDT6_crovir-transcript-4518
crovir-transcript-11586,NUDT7_crovir-transcript-11586
crovir-transcript-7868,NUDT8_crovir-transcript-7868
crovir-transcript-4329,NUDT9_crovir-transcript-4329
crovir-transcript-5580,NUF2_crovir-transcript-5580
crovir-transcript-5581,NUF2_crovir-transcript-5581
crovir-transcript-3204,NUFIP1_crovir-transcript-3204
crovir-transcript-17289,NUFIP2_crovir-transcript-17289
crovir-transcript-4823,NUGGC_crovir-transcript-4823
crovir-transcript-16575,NUMA1_crovir-transcript-16575
crovir-transcript-7413,NUMB_crovir-transcript-7413
crovir-transcript-8775,NUP107_crovir-transcript-8775
crovir-transcript-5319,NUP153_crovir-transcript-5319
crovir-transcript-15838,NUP155_crovir-transcript-15838
crovir-transcript-7984,NUP160_crovir-transcript-7984
crovir-transcript-7987,NUP160_crovir-transcript-7987
crovir-transcript-1383,NUP188_crovir-transcript-1383
crovir-transcript-12007,NUP205_crovir-transcript-12007
crovir-transcript-12009,NUP205_crovir-transcript-12009
crovir-transcript-12010,NUP205_crovir-transcript-12010
crovir-transcript-13562,NUP210_crovir-transcript-13562
crovir-transcript-12586,NUP210L_crovir-transcript-12586
crovir-transcript-12587,NUP210L_crovir-transcript-12587
crovir-transcript-12588,NUP210L_crovir-transcript-12588
crovir-transcript-1412,NUP214_crovir-transcript-1412
crovir-transcript-8353,NUP35_crovir-transcript-8353
crovir-transcript-12196,NUP37_crovir-transcript-12196
crovir-transcript-9272,NUP43_crovir-transcript-9272
crovir-transcript-11674,NUP50_crovir-transcript-11674
crovir-transcript-3961,NUP58_crovir-transcript-3961
crovir-transcript-16172,NUP62_crovir-transcript-16172
crovir-transcript-14229,NUP85_crovir-transcript-14229
crovir-transcript-9994,NUP88_crovir-transcript-9994
crovir-transcript-16074,NUP93_crovir-transcript-16074
crovir-transcript-16078,NUP93_crovir-transcript-16078
crovir-transcript-16079,NUP93_crovir-transcript-16079
crovir-transcript-16080,NUP93_crovir-transcript-16080
crovir-transcript-17006,NUP98_crovir-transcript-17006
crovir-transcript-2019,NUPL2_crovir-transcript-2019
crovir-transcript-10007,NUPR2_crovir-transcript-10007
crovir-transcript-9073,NUS1_crovir-transcript-9073
crovir-transcript-7354,NUSAP1_crovir-transcript-7354
crovir-transcript-9599,NVL_crovir-transcript-9599
crovir-transcript-6903,NWD1_crovir-transcript-6903
crovir-transcript-6904,NWD1_crovir-transcript-6904
crovir-transcript-4762,NWD2_crovir-transcript-4762
crovir-transcript-12460,NXF1_crovir-transcript-12460
crovir-transcript-12461,NXF1_crovir-transcript-12461
crovir-transcript-10852,NXN_crovir-transcript-10852
crovir-transcript-14540,NXNL1_crovir-transcript-14540
crovir-transcript-15512,NXNL2_crovir-transcript-15512
crovir-transcript-3829,NXPE3_crovir-transcript-3829
crovir-transcript-2660,NXPH3_crovir-transcript-2660
crovir-transcript-3605,NXT2_crovir-transcript-3605
crovir-transcript-11159,NYAP1_crovir-transcript-11159
crovir-transcript-10761,NYAP2_crovir-transcript-10761
crovir-transcript-10762,NYAP2_crovir-transcript-10762
crovir-transcript-3592,NYX_crovir-transcript-3592
crovir-transcript-12661,OAF_crovir-transcript-12661
crovir-transcript-6209,OARD1_crovir-transcript-6209
crovir-transcript-10420,OAT_crovir-transcript-10420
crovir-transcript-6787,OAZ1_crovir-transcript-6787
crovir-transcript-12632,OAZ3_crovir-transcript-12632
crovir-transcript-8039,OBSL1_crovir-transcript-8039
crovir-transcript-4822,OC90_crovir-transcript-4822
crovir-transcript-10346,OCRL_crovir-transcript-10346
crovir-transcript-6537,OCSTAMP_crovir-transcript-6537
crovir-transcript-8712,ODC1_crovir-transcript-8712
crovir-transcript-4921,ODF1_crovir-transcript-4921
crovir-transcript-1523,ODF2_crovir-transcript-1523
crovir-transcript-5850,ODF2L_crovir-transcript-5850
crovir-transcript-9206,ODF3_crovir-transcript-9206
crovir-transcript-16721,ODF3B_crovir-transcript-16721
crovir-transcript-11090,ODF3L2_crovir-transcript-11090
crovir-transcript-5682,ODR4_crovir-transcript-5682
crovir-transcript-12317,OFD1_crovir-transcript-12317
crovir-transcript-12807,OGDH_crovir-transcript-12807
crovir-transcript-10166,OGDHL_crovir-transcript-10166
crovir-transcript-10168,OGDHL_crovir-transcript-10168
crovir-transcript-16075,OGFOD1_crovir-transcript-16075
